transaction_id,date,customer_id,product,region,customer_tier,sales_rep,quantity,list_price,volume_discount,payment_terms,rep_discretionary,freight_waiver,invoice_price,variable_cost
TXN0100500,2024-08-12,CUST1023,Brake Pad,Southwest,Bronze,Foster,214,82.02,0.0376,0.0227,0.1217,0.0211,65.36,34.42
TXN0100501,2024-04-02,CUST1112,Spark Plug,West,Standard,Ivanov,90,75.35,0.035,0.0148,0.063,0.0322,64.42,31.04
TXN0100502,2024-12-02,CUST1082,Spark Plug,West,Bronze,Garcia,138,27.28,0.0205,0.0311,0.0047,0.0342,24.81,12.13
TXN0100503,2024-04-25,CUST1046,Air Filter,Southeast,Silver,Evans,185,46.39,0.0674,0.0214,0.0462,0.0385,38.34,23.76
TXN0100504,2024-07-01,CUST1034,Wiper Blade,Southeast,Gold,Hall,165,34.19,0.0825,0.038,0.0446,0.034,27.38,16.87
TXN0100505,2024-06-02,CUST1039,Brake Pad,Northeast,Gold,Garcia,77,47.54,0.1074,0.0248,0.0263,0.019,39.1,21.35
TXN0100506,2024-01-05,CUST1050,Brake Pad,Midwest,Silver,Foster,53,43.4,0.0837,0.03,0.1145,0.014,32.89,17.15
TXN0100507,2024-06-13,CUST1092,Battery,Midwest,Standard,Adams,44,71.95,0.0446,0.037,0.0962,0.0185,57.83,31.1
TXN0100508,2024-02-19,CUST1129,Brake Pad,Northeast,Bronze,Evans,165,89.47,0.0551,0.0239,0.0713,0.0377,72.65,35.07
TXN0100509,2024-01-03,CUST1102,Spark Plug,Midwest,Standard,Foster,65,10.95,0.0456,0.0082,0.0402,0.005,9.87,5
TXN0100510,2024-11-05,CUST1102,Brake Pad,Midwest,Silver,Garcia,186,27.01,0.0651,0.0063,0.0997,0.0398,21.31,13.32
TXN0100511,2024-10-05,CUST1071,Brake Pad,West,Standard,Davis,88,89.47,0.0403,0.0067,0.0683,0.0165,77.68,43.58
TXN0100512,2024-01-25,CUST1143,Battery,West,Silver,Davis,51,8.67,0.0658,0.0304,0.0711,0.0107,7.13,3.37
TXN0100513,2024-07-16,CUST1034,Battery,Southwest,Gold,Garcia,111,24.55,0.0873,0.0006,0.0478,0.0339,20.39,13.05
TXN0100514,2024-10-06,CUST1002,Brake Pad,Southeast,Standard,Foster,67,74.5,0.0128,0.018,0.0806,0.0164,64.98,29.41
TXN0100515,2024-11-25,CUST1025,Air Filter,West,Gold,Ivanov,5,10.42,0.0871,0.0371,0.0595,0.0324,8.17,4.22
TXN0100516,2024-08-03,CUST1131,Wiper Blade,Northeast,Bronze,Evans,128,22.94,0.0509,0.0113,0.0778,0.0104,19.49,10.61
TXN0100517,2024-07-26,CUST1080,Air Filter,Northeast,Bronze,Foster,11,60.82,0.0697,0.0057,0.0402,0.0313,51.89,32.47
TXN0100518,2024-01-09,CUST1149,Air Filter,Southwest,Gold,Davis,233,72.28,0.1151,0.0292,0.096,0.0215,53.36,30.26
TXN0100519,2024-10-04,CUST1148,Battery,Southwest,Gold,Hall,170,94.18,0.1138,0.005,0.0973,0.0266,71.32,51.03
TXN0100520,2024-08-04,CUST1118,Oil Filter,Southwest,Standard,Evans,136,9.26,0.0463,0.0276,0.0893,0.0393,7.38,3.65
TXN0100521,2024-12-25,CUST1146,Air Filter,Northeast,Gold,Ivanov,101,38.29,0.1002,0.0334,0.0357,0.0389,30.32,20.32
TXN0100522,2024-07-03,CUST1046,Brake Pad,Southwest,Gold,Adams,55,29.8,0.0878,0.0109,0.0472,0.0103,25.15,13.04
TXN0100523,2024-11-24,CUST1007,Brake Pad,Midwest,Silver,Ivanov,134,63.74,0.0699,0.0194,0.0734,0.0072,52.91,29.06
TXN0100524,2024-04-16,CUST1093,Battery,Midwest,Standard,Ivanov,57,66.85,0.0335,0.013,0.086,0.0185,56.76,35.94
TXN0100525,2024-05-25,CUST1097,Air Filter,Southeast,Silver,Foster,97,16.6,0.0623,0.0182,0.0464,0.0066,14.38,8.17
TXN0100526,2024-10-21,CUST1136,Spark Plug,Southeast,Bronze,Davis,9,18.86,0.0572,0.0399,0.0306,0.0227,16.02,8.58
TXN0100527,2024-01-17,CUST1133,Spark Plug,Northeast,Gold,Chen,143,56.89,0.1127,0.0283,0.0074,0.0258,46.98,28.76
TXN0100528,2024-12-13,CUST1048,Air Filter,Northeast,Silver,Evans,205,62.74,0.0542,0.0278,0.122,0.0385,47.53,25.12
TXN0100529,2024-11-23,CUST1092,Brake Pad,West,Silver,Evans,117,37.59,0.0695,0.0003,0.0729,0.0349,30.91,15.9
TXN0100530,2024-02-19,CUST1032,Oil Filter,Northeast,Standard,Ivanov,244,70.99,0.0385,0.0219,0.0425,0.015,62.62,27.02
TXN0100531,2024-10-21,CUST1051,Spark Plug,Southwest,Standard,Evans,230,29.03,0.0157,0.0339,0.1197,0.0118,23.77,14.35
TXN0100532,2024-03-04,CUST1138,Air Filter,West,Silver,Garcia,17,57.77,0.062,0.0366,0.0951,0.0206,45.39,27
TXN0100533,2024-04-23,CUST1111,Oil Filter,West,Gold,Ivanov,246,18.95,0.1035,0.0346,0.0384,0.0385,14.88,8.6
TXN0100534,2024-12-05,CUST1096,Battery,Southwest,Bronze,Adams,215,60.12,0.0697,0.0159,0.0482,0.0085,51.56,24.68
TXN0100535,2024-08-11,CUST1132,Battery,Northeast,Gold,Chen,236,45.79,0.0923,0.0156,0.0956,0.0358,34.83,20.41
TXN0100536,2024-07-03,CUST1048,Wiper Blade,West,Bronze,Garcia,118,24,0.0374,0.0148,0.0986,0.0061,20.23,11.08
TXN0100537,2024-11-11,CUST1142,Air Filter,Southeast,Standard,Davis,202,88.45,0.026,0.001,0.0343,0.0373,79.73,38
TXN0100538,2024-08-03,CUST1048,Wiper Blade,Southeast,Gold,Hall,6,68.29,0.1129,0.04,0.0339,0.0393,52.85,28.56
TXN0100539,2024-01-23,CUST1027,Brake Pad,Midwest,Standard,Ivanov,237,42.29,0.0457,0.0267,0.0191,0.0118,37.92,17.06
TXN0100540,2024-02-22,CUST1027,Oil Filter,Southeast,Silver,Adams,74,23.56,0.065,0.0342,0.0439,0.0211,19.69,9.42
TXN0100541,2024-06-21,CUST1144,Spark Plug,Midwest,Silver,Adams,182,23.78,0.085,0.0145,0.0655,0.0312,19.11,9.09
TXN0100542,2024-11-16,CUST1076,Air Filter,West,Standard,Evans,141,41.77,0.0378,0.0338,0.0949,0.0286,33.62,19.97
TXN0100543,2024-09-13,CUST1085,Air Filter,West,Bronze,Chen,108,13.56,0.0608,0.0188,0.0717,0.0308,11.09,7.04
TXN0100544,2024-02-15,CUST1011,Battery,Midwest,Silver,Foster,21,83.59,0.0751,0.0044,0.0981,0.0029,68.5,38.92
TXN0100545,2024-10-17,CUST1070,Brake Pad,West,Standard,Chen,3,30.56,0.0308,0.0324,0.0832,0.0282,25.22,16.41
TXN0100546,2024-09-13,CUST1068,Brake Pad,Midwest,Standard,Davis,103,76.01,0.0311,0.0156,0.0912,0.0172,64.22,33.24
TXN0100547,2024-07-22,CUST1048,Brake Pad,West,Silver,Ivanov,130,19.51,0.0908,0.0368,0.0028,0.0081,16.81,7.78
TXN0100548,2024-05-02,CUST1017,Oil Filter,Midwest,Gold,Adams,33,88.45,0.1103,0.005,0.0748,0.0333,68.69,40.98
TXN0100549,2024-05-11,CUST1044,Brake Pad,Southeast,Bronze,Ivanov,27,83.83,0.0261,0.0187,0.0689,0.0045,73.92,38.41
TXN0100550,2024-12-25,CUST1092,Battery,Midwest,Standard,Evans,42,37.91,0.039,0.0369,0.1095,0.0215,30.07,18.74
TXN0100551,2024-06-01,CUST1006,Wiper Blade,Southwest,Gold,Garcia,56,75.09,0.1259,0.0255,0.0587,0.0353,56.66,40.88
TXN0100552,2024-02-15,CUST1114,Spark Plug,West,Gold,Evans,152,13.06,0.126,0.018,0.0777,0.0145,9.98,6.43
TXN0100553,2024-03-11,CUST1017,Spark Plug,Midwest,Bronze,Garcia,108,72.43,0.0464,0.009,0.0123,0.0087,66.9,31.03
TXN0100554,2024-06-16,CUST1083,Battery,Southeast,Silver,Chen,206,45.63,0.0524,0.0043,0.0723,0.0162,39,23.49
TXN0100555,2024-10-15,CUST1110,Oil Filter,Southeast,Silver,Garcia,58,34.51,0.0881,0.0209,0.0382,0.0291,28.43,17.82
TXN0100556,2024-04-20,CUST1009,Oil Filter,Midwest,Gold,Ivanov,116,52.83,0.12,0.0352,0.026,0.0192,42.24,28.46
TXN0100557,2024-01-02,CUST1140,Brake Pad,West,Silver,Adams,62,34.28,0.0732,0.0249,0.0698,0.0385,27.2,13.17
TXN0100558,2024-08-09,CUST1060,Wiper Blade,Northeast,Gold,Davis,192,44.43,0.1082,0.0127,0.086,0.0041,35.06,22.47
TXN0100559,2024-05-27,CUST1043,Spark Plug,Southeast,Gold,Ivanov,22,40.6,0.1145,0.0033,0.0966,0.0151,31.28,19.1
TXN0100560,2024-02-21,CUST1110,Battery,Northeast,Standard,Garcia,198,81.29,0.019,0.0056,0.0855,0.0135,71.24,31.27
TXN0100561,2024-10-23,CUST1058,Oil Filter,Southwest,Standard,Evans,159,88.55,0.0061,0.0051,0.0727,0.0206,79.3,35.93
TXN0100562,2024-08-11,CUST1050,Wiper Blade,West,Standard,Hall,86,67.67,0.0389,0.0091,0.0449,0.0177,60.19,31.03
TXN0100563,2024-02-10,CUST1066,Spark Plug,Midwest,Standard,Garcia,93,16.06,0.0404,0.0183,0.0421,0.0183,14.15,8.62
TXN0100564,2024-04-23,CUST1089,Air Filter,Southwest,Gold,Evans,42,56.48,0.117,0.0128,0.0918,0.0011,43.9,27.45
TXN0100565,2024-09-22,CUST1005,Oil Filter,Southwest,Standard,Chen,91,41.09,0.0431,0.0247,0.0101,0.0393,36.27,19.37
TXN0100566,2024-03-03,CUST1067,Wiper Blade,Southeast,Silver,Adams,195,72.53,0.0799,0.0212,0.0639,0.0297,58.41,30.3
TXN0100567,2024-04-14,CUST1086,Wiper Blade,Southwest,Silver,Garcia,14,84.67,0.0905,0.0236,0.0948,0.0289,64.54,42.24
TXN0100568,2024-02-21,CUST1117,Oil Filter,Southwest,Standard,Davis,188,37.59,0.0194,0.0367,0.0429,0.0302,32.73,19.74
TXN0100569,2024-06-01,CUST1095,Brake Pad,Northeast,Standard,Ivanov,57,35.71,0.0271,0.0366,0.0289,0.0224,31.6,15.94
TXN0100570,2024-03-01,CUST1068,Battery,Northeast,Bronze,Foster,82,40.83,0.0679,0.0293,0.068,0.0175,33.37,18.78
TXN0100571,2024-02-02,CUST1090,Spark Plug,Southeast,Gold,Garcia,5,43.97,0.1066,0.0042,0.0282,0.0067,37.56,17.38
TXN0100572,2024-02-22,CUST1110,Spark Plug,Southeast,Gold,Davis,62,38.8,0.0947,0.0279,0.078,0.0357,29.63,19.64
TXN0100573,2024-04-03,CUST1128,Battery,Southwest,Silver,Ivanov,34,74.01,0.0847,0.0326,0.0676,0.0059,59.89,32.64
TXN0100574,2024-09-08,CUST1050,Battery,Southeast,Silver,Davis,24,23.94,0.0799,0.0278,0.0548,0.0263,19.42,10.22
TXN0100575,2024-04-27,CUST1147,Battery,West,Silver,Hall,245,56.03,0.0716,0.0117,0.0855,0.0003,46.56,22.53
TXN0100576,2024-07-12,CUST1005,Oil Filter,Midwest,Gold,Hall,129,35.62,0.1034,0.0302,0.0859,0.0195,27.11,19.55
TXN0100577,2024-10-05,CUST1041,Battery,Southwest,Silver,Davis,139,10.14,0.0575,0.0394,0.0973,0.0057,8.11,5.38
TXN0100578,2024-05-26,CUST1037,Battery,Midwest,Bronze,Adams,84,89.47,0.0558,0.022,0.0911,0.0023,74.15,37.09
TXN0100579,2024-06-05,CUST1099,Spark Plug,Southeast,Silver,Garcia,183,30.7,0.0813,0.0013,0.0484,0.0263,25.87,14.29
TXN0100580,2024-11-16,CUST1121,Wiper Blade,Midwest,Bronze,Foster,122,50.83,0.0613,0.0307,0.0845,0.0217,40.76,19.35
TXN0100581,2024-02-18,CUST1030,Brake Pad,Northeast,Standard,Hall,138,9.85,0.0043,0.021,0.0526,0.0361,8.73,5.13
TXN0100582,2024-08-12,CUST1091,Spark Plug,Midwest,Bronze,Evans,112,77.93,0.029,0.038,0.0486,0.0152,67.74,37.29
TXN0100583,2024-05-26,CUST1107,Battery,Midwest,Standard,Hall,19,13.66,0.0445,0.0287,0.0345,0.0151,11.98,7.01
TXN0100584,2024-04-02,CUST1072,Brake Pad,Southwest,Standard,Hall,97,34.41,0.0153,0.034,0.0058,0.0213,31.78,13.43
TXN0100585,2024-07-05,CUST1141,Wiper Blade,Southwest,Silver,Garcia,38,9.65,0.0808,0.005,0.016,0.0156,8.52,4.4
TXN0100586,2024-10-04,CUST1006,Spark Plug,Northeast,Silver,Adams,166,75.03,0.072,0.0028,0.0508,0.0043,65.28,35.21
TXN0100587,2024-12-17,CUST1117,Spark Plug,Southwest,Silver,Davis,20,11.53,0.0906,0.0039,0.0017,0.0195,10.2,5.42
TXN0100588,2024-08-27,CUST1014,Battery,Southwest,Silver,Hall,77,93.94,0.0617,0.0227,0.0649,0.0006,79.86,41.94
TXN0100589,2024-08-23,CUST1004,Air Filter,Northeast,Gold,Chen,164,15.35,0.1078,0.0331,0.0208,0.0122,12.68,7.76
TXN0100590,2024-01-11,CUST1029,Oil Filter,Southwest,Standard,Foster,45,56.73,0.0342,0.0374,0.0774,0.0346,46.31,28.59
TXN0100591,2024-11-12,CUST1053,Oil Filter,Midwest,Standard,Evans,106,68.18,0.0109,0.0236,0.1392,0.0218,54.85,26.19
TXN0100592,2024-08-02,CUST1028,Oil Filter,Midwest,Silver,Ivanov,5,19.49,0.0815,0.0288,0.0536,0.0371,15.57,7.51
TXN0100593,2024-07-22,CUST1123,Spark Plug,Southeast,Bronze,Ivanov,114,70.23,0.0596,0.02,0.0425,0.0248,59.91,38.34
TXN0100594,2024-07-15,CUST1089,Battery,Midwest,Standard,Adams,124,84.02,0.0411,0.0272,0.0136,0.0069,76.56,34.72
TXN0100595,2024-08-11,CUST1008,Spark Plug,Southeast,Bronze,Davis,93,24.53,0.0658,0.0149,0.0349,0.0101,21.45,10.35
TXN0100596,2024-07-25,CUST1127,Brake Pad,Northeast,Bronze,Adams,194,29.8,0.0236,0.0101,0.0566,0.0123,26.74,12.94
TXN0100597,2024-12-27,CUST1057,Battery,Midwest,Gold,Evans,205,36.85,0.1136,0.0136,0.0937,0.0392,27.27,16.76
TXN0100598,2024-07-01,CUST1050,Battery,West,Bronze,Hall,189,77.94,0.0201,0.0372,0.0059,0.0126,72.03,40.65
TXN0100599,2024-06-20,CUST1021,Wiper Blade,Southeast,Silver,Davis,173,24.93,0.0856,0.0358,0.0904,0.0076,19.46,10.67
TXN0100600,2024-06-05,CUST1061,Spark Plug,Southwest,Silver,Adams,69,32.36,0.0942,0.0092,0.0474,0.0364,26.3,16.1
TXN0100601,2024-10-26,CUST1063,Spark Plug,Northeast,Silver,Davis,51,89.93,0.0651,0.0145,0.0956,0.0214,72.25,47
TXN0100602,2024-12-03,CUST1007,Battery,Northeast,Bronze,Ivanov,249,61.71,0.0439,0.0102,0.025,0.0113,56.13,25.08
TXN0100603,2024-03-03,CUST1140,Air Filter,West,Standard,Davis,24,87.79,0.0446,0.0025,0.0392,0.0171,78.71,43.53
TXN0100604,2024-04-13,CUST1105,Brake Pad,Northeast,Gold,Foster,187,8.34,0.1221,0.0386,0.1261,0.0048,5.91,4.43
TXN0100605,2024-12-11,CUST1035,Battery,Midwest,Bronze,Adams,167,82.6,0.0489,0.0086,0.0005,0.0045,77.44,43.61
TXN0100606,2024-03-06,CUST1074,Brake Pad,Southeast,Bronze,Evans,183,48.09,0.0238,0.0048,0.0959,0.0187,41.2,21.13
TXN0100607,2024-03-07,CUST1092,Air Filter,Southwest,Bronze,Foster,156,66.95,0.0269,0.0015,0.1144,0.0139,56.46,31.31
TXN0100608,2024-08-15,CUST1075,Battery,Northeast,Silver,Foster,55,84.09,0.0576,0.0275,0.1137,0.0139,66.2,45.75
TXN0100609,2024-02-06,CUST1081,Battery,Southwest,Standard,Hall,212,40.33,0.0131,0.0293,0.008,0.0016,38.23,19.74
TXN0100610,2024-06-15,CUST1046,Battery,Northeast,Bronze,Adams,86,22.05,0.023,0.0154,0.077,0.0132,19.21,11.63
TXN0100611,2024-02-27,CUST1134,Spark Plug,Southeast,Standard,Chen,237,80.3,0.0347,0.0069,0.0073,0.0218,74.62,35.44
TXN0100612,2024-09-15,CUST1132,Brake Pad,Southwest,Bronze,Chen,204,59.86,0.0517,0.0064,0.0666,0.031,50.54,30.38
TXN0100613,2024-09-07,CUST1028,Battery,Southwest,Gold,Davis,143,48.06,0.1064,0.0056,0.0512,0.0202,39.25,20.81
TXN0100614,2024-05-05,CUST1071,Air Filter,Midwest,Silver,Chen,51,38.59,0.0801,0.0167,0.0986,0.0171,30.39,14.87
TXN0100615,2024-06-01,CUST1090,Spark Plug,Midwest,Gold,Garcia,215,37.28,0.1004,0.0283,0.0864,0.0226,28.42,17.67
TXN0100616,2024-03-01,CUST1144,Oil Filter,West,Silver,Evans,154,10.82,0.0781,0.0042,0.1054,0.0034,8.75,5.15
TXN0100617,2024-02-02,CUST1036,Spark Plug,West,Silver,Ivanov,24,55.27,0.0904,0.0241,0.0935,0.0211,42.61,28.73
TXN0100618,2024-02-03,CUST1098,Oil Filter,Southwest,Gold,Garcia,166,78.79,0.0958,0.0341,0.0926,0.0317,58.76,33.71
TXN0100619,2024-05-14,CUST1105,Battery,Southeast,Gold,Hall,104,69.08,0.1191,0.0351,0.0607,0.0291,52.22,34.9
TXN0100620,2024-05-06,CUST1102,Spark Plug,Northeast,Bronze,Chen,246,54.83,0.0416,0.027,0.0302,0.0148,48.6,26
TXN0100621,2024-05-20,CUST1146,Brake Pad,Midwest,Bronze,Adams,141,79.17,0.041,0.0368,0.0274,0.026,68.78,30.35
TXN0100622,2024-07-27,CUST1135,Spark Plug,Southwest,Silver,Garcia,187,74.85,0.0923,0.0157,0.0559,0.0393,59.64,33.41
TXN0100623,2024-02-12,CUST1078,Battery,Northeast,Silver,Davis,61,45.25,0.0722,0.0053,0.047,0.0307,38.23,24.18
TXN0100624,2024-12-02,CUST1088,Oil Filter,Northeast,Bronze,Ivanov,46,28.57,0.0605,0.0202,0.0278,0.0321,24.55,14.73
TXN0100625,2024-12-02,CUST1103,Oil Filter,Midwest,Bronze,Foster,247,51.03,0.0374,0.0173,0.0672,0.0196,43.81,23.13
TXN0100626,2024-06-20,CUST1019,Spark Plug,Southeast,Bronze,Chen,16,41.4,0.0284,0.0051,0.0972,0.0224,35.06,18.48
TXN0100627,2024-10-20,CUST1046,Brake Pad,Southwest,Bronze,Chen,29,24.58,0.035,0.0242,0.0108,0.0184,22.41,11.8
TXN0100628,2024-07-11,CUST1087,Spark Plug,Southeast,Standard,Chen,13,63.44,0.0338,0.0295,0.0968,0.0366,50.96,25.47
TXN0100629,2024-08-16,CUST1088,Air Filter,Northeast,Gold,Davis,154,39.68,0.1023,0.0142,0.0677,0.0113,31.92,17.26
TXN0100630,2024-01-07,CUST1132,Wiper Blade,Southwest,Standard,Adams,15,32.33,0.0167,0.0271,0.0093,0.0289,29.68,16.91
TXN0100631,2024-06-15,CUST1038,Brake Pad,West,Standard,Hall,133,46.63,0.0498,0.0124,0.0355,0.0375,40.33,23.64
TXN0100632,2024-09-16,CUST1059,Brake Pad,Southeast,Bronze,Hall,248,75.98,0.0632,0.0346,0.0979,0.003,60.88,39.52
TXN0100633,2024-06-24,CUST1115,Air Filter,Midwest,Standard,Chen,234,44.74,0.0236,0.0255,0.0886,0.012,38.04,18.22
TXN0100634,2024-01-15,CUST1139,Spark Plug,Midwest,Bronze,Foster,235,51.95,0.0209,0.0069,0.0767,0.0271,45.11,27.94
TXN0100635,2024-09-02,CUST1041,Spark Plug,West,Bronze,Davis,238,86.4,0.0598,0.0117,0.089,0.0384,69.22,33.7
TXN0100636,2024-05-15,CUST1115,Spark Plug,West,Standard,Foster,107,63.53,0.0119,0.0379,0.0497,0.0313,55.22,25
TXN0100637,2024-10-12,CUST1053,Air Filter,Northeast,Silver,Adams,91,44.62,0.0755,0.0143,0.0589,0.0298,36.66,24.28
TXN0100638,2024-11-07,CUST1034,Brake Pad,West,Gold,Evans,21,51.55,0.1197,0.0314,0.0934,0.0364,37.07,25.05
TXN0100639,2024-10-09,CUST1057,Battery,Southwest,Standard,Ivanov,117,33.24,0.0259,0.0286,0.0686,0.0029,29.05,17.26
TXN0100640,2024-05-19,CUST1001,Air Filter,West,Standard,Garcia,205,38.38,0.0036,0.0192,0.0792,0.0082,34.15,18.54
TXN0100641,2024-11-26,CUST1057,Spark Plug,Northeast,Gold,Foster,181,9.12,0.0849,0.0135,0.1027,0.0061,7.23,4.72
TXN0100642,2024-05-05,CUST1052,Brake Pad,Southeast,Bronze,Foster,10,12.56,0.0421,0.0321,0.113,0.0268,9.87,5.96
TXN0100643,2024-08-19,CUST1007,Air Filter,Southeast,Standard,Evans,107,45.83,0.0079,0.0266,0.0469,0.0308,40.69,23.48
TXN0100644,2024-01-24,CUST1025,Brake Pad,Southwest,Standard,Foster,18,40.6,0.039,0.0274,0.042,0.031,34.94,21.06
TXN0100645,2024-08-03,CUST1019,Oil Filter,Southeast,Standard,Adams,138,41.4,0.0118,0.034,0.0456,0.0355,36.15,17.07
TXN0100646,2024-06-18,CUST1111,Brake Pad,Southeast,Gold,Foster,144,21.87,0.111,0.0028,0.0447,0.0155,18.06,8.7
TXN0100647,2024-06-15,CUST1127,Air Filter,West,Gold,Adams,198,17.22,0.1203,0.0151,0.0341,0.0226,13.91,8.03
TXN0100648,2024-02-25,CUST1099,Oil Filter,Southwest,Standard,Garcia,77,57.46,0.0152,0.0268,0.0374,0.0145,52.06,28.39
TXN0100649,2024-05-25,CUST1091,Brake Pad,Northeast,Standard,Ivanov,209,12.51,0.0275,0.0241,0.0806,0.0166,10.65,6.25
TXN0100650,2024-12-13,CUST1061,Wiper Blade,Northeast,Silver,Davis,151,69.03,0.052,0.0385,0.0337,0.018,59.21,30.09
TXN0100651,2024-10-21,CUST1021,Battery,Midwest,Standard,Ivanov,199,80.49,0.0415,0.0087,0.0146,0.0237,73.37,44.27
TXN0100652,2024-11-23,CUST1071,Brake Pad,Northeast,Silver,Chen,123,57.67,0.0628,0.0147,0.0695,0.0022,49.07,22.79
TXN0100653,2024-12-14,CUST1141,Oil Filter,Northeast,Standard,Evans,131,85.65,0.032,0.0043,0.111,0.0005,72.99,44.61
TXN0100654,2024-08-27,CUST1012,Air Filter,Northeast,Bronze,Davis,18,75.1,0.0209,0.0279,0.0105,0.0237,68.87,41.27
TXN0100655,2024-09-18,CUST1125,Wiper Blade,West,Standard,Ivanov,65,68.75,0.0079,0.0264,0.0547,0.0356,60.18,30.36
TXN0100656,2024-06-04,CUST1100,Battery,Northeast,Silver,Hall,94,51.22,0.0523,0.0166,0.0997,0.0002,42.57,22.86
TXN0100657,2024-08-23,CUST1025,Air Filter,West,Silver,Ivanov,241,52.61,0.0819,0.0165,0.0802,0.0251,41.89,28.73
TXN0100658,2024-06-19,CUST1135,Spark Plug,Northeast,Standard,Davis,92,80.82,0.0315,0.0184,0.0274,0.0083,73.9,43.84
TXN0100659,2024-02-19,CUST1146,Brake Pad,Northeast,Bronze,Ivanov,242,43.52,0.068,0.0231,0.0288,0.0002,38.29,21.85
TXN0100660,2024-07-03,CUST1008,Air Filter,Northeast,Silver,Evans,14,47.55,0.0962,0.0127,0.1336,0.0231,34.92,22.04
TXN0100661,2024-03-01,CUST1045,Air Filter,Northeast,Silver,Evans,44,91.29,0.0784,0.0003,0.0585,0.0141,77.48,45.09
TXN0100662,2024-09-24,CUST1067,Oil Filter,Midwest,Standard,Ivanov,29,79.41,0.0072,0.0014,0.0127,0.0225,75.93,30.86
TXN0100663,2024-05-17,CUST1021,Battery,Southwest,Silver,Ivanov,46,84.03,0.0786,0.0049,0.0328,0.0271,71.98,37.16
TXN0100664,2024-07-06,CUST1040,Battery,Southwest,Gold,Foster,159,34.16,0.1135,0.0292,0.1189,0.0295,24.22,16.22
TXN0100665,2024-06-11,CUST1051,Wiper Blade,West,Standard,Chen,29,74.99,0.0086,0.0091,0.0153,0.0354,69.86,30.74
TXN0100666,2024-01-22,CUST1033,Oil Filter,West,Standard,Davis,183,17.54,0.0365,0.0277,0.0182,0.0223,15.7,7.79
TXN0100667,2024-12-17,CUST1080,Wiper Blade,West,Bronze,Hall,249,20.65,0.0225,0.0359,0.0728,0.0103,17.73,8.78
TXN0100668,2024-04-26,CUST1065,Battery,Northeast,Gold,Hall,79,36.05,0.1219,0.0355,0.0579,0.0324,27.12,16.45
TXN0100669,2024-02-22,CUST1043,Brake Pad,Northeast,Bronze,Adams,9,30.32,0.0354,0.0245,0.0211,0.0085,27.61,13.42
TXN0100670,2024-07-08,CUST1128,Oil Filter,Southeast,Silver,Chen,15,74.56,0.0588,0.0116,0.0087,0.0169,67.4,35.29
TXN0100671,2024-04-09,CUST1146,Spark Plug,Midwest,Silver,Davis,227,23.65,0.0757,0.0087,0.0698,0.0158,19.63,10.42
TXN0100672,2024-08-15,CUST1106,Brake Pad,West,Standard,Foster,212,75.02,0.0356,0.0227,0.0716,0.0246,63.43,28.65
TXN0100673,2024-10-13,CUST1099,Air Filter,Southwest,Standard,Evans,41,12.38,0.0427,0.0351,0.1213,0.0096,9.8,5.4
TXN0100674,2024-06-07,CUST1067,Battery,Southeast,Gold,Adams,134,49.93,0.114,0.0136,0.0768,0.0216,38.65,22.99
TXN0100675,2024-12-07,CUST1096,Air Filter,Southeast,Bronze,Evans,201,21.75,0.0542,0.0089,0.0822,0.0287,17.97,10.09
TXN0100676,2024-04-08,CUST1004,Air Filter,Southeast,Silver,Davis,80,18.32,0.0607,0.0329,0.033,0.0176,15.68,7.47
TXN0100677,2024-04-11,CUST1001,Air Filter,Midwest,Standard,Garcia,230,19.18,0.0244,0.0045,0.064,0.0372,16.68,8.67
TXN0100678,2024-04-26,CUST1102,Brake Pad,Southeast,Silver,Davis,119,13.27,0.0612,0.026,0.0277,0.0012,11.73,5.56
TXN0100679,2024-11-03,CUST1088,Oil Filter,Southwest,Silver,Adams,66,75.83,0.0817,0.0134,0.0545,0.0298,62.23,34.29
TXN0100680,2024-08-26,CUST1065,Oil Filter,Midwest,Bronze,Davis,180,31.25,0.0294,0.0156,0.028,0.0367,27.82,16.7
TXN0100681,2024-01-01,CUST1118,Air Filter,Midwest,Standard,Adams,84,23.13,0.0148,0.0328,0.0221,0.0142,21.19,12.33
TXN0100682,2024-10-13,CUST1065,Brake Pad,Southwest,Bronze,Davis,107,77.15,0.0342,0.0137,0.0243,0.0077,70.99,38.98
TXN0100683,2024-05-12,CUST1028,Battery,West,Standard,Evans,99,30.75,0.019,0.0091,0.116,0.0333,25.29,16.11
TXN0100684,2024-07-23,CUST1147,Brake Pad,Southwest,Standard,Adams,103,72.81,0.0086,0.015,0.0446,0.0224,66.21,31.07
TXN0100685,2024-02-04,CUST1072,Wiper Blade,Southeast,Silver,Garcia,248,12.75,0.0675,0.0353,0.0545,0.0337,10.31,5.7
TXN0100686,2024-11-14,CUST1121,Spark Plug,Midwest,Silver,Evans,168,92.61,0.0808,0.0305,0.0472,0.0262,75.5,50.25
TXN0100687,2024-03-16,CUST1040,Oil Filter,Midwest,Bronze,Adams,185,53.43,0.0552,0.005,0.03,0.0277,47.13,27.94
TXN0100688,2024-08-12,CUST1060,Wiper Blade,Midwest,Gold,Davis,166,11.19,0.1134,0.0082,0.0297,0.021,9.26,5.39
TXN0100689,2024-07-13,CUST1096,Oil Filter,Southwest,Gold,Foster,93,88.13,0.1225,0.0113,0.1171,0.0362,62.83,40.46
